0, 0, 0, 1, 0, 0, 1, 0, 65535, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 60, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 685, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 52, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 685, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 1, 254, 1, 5.438768955926761, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 3754, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 52, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 3754, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 69, 1, 3.6168746059562227, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 3754, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 920, 1, 5.178204534087138, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 685, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 52, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 698, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 52, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 698, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 52, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 3754, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 52, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 65535, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 60, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 28960, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 1, 2, 60, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 685, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 52, 0, 0, HueSwitch
0, 0, 0, 1, 0, 0, 1, 0, 685, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 1, 254, 1, 5.438768955926761, HueSwitch
